StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
D0         d          35.0       35.0       0.0        0.0          1000.0       0.0         
S0         f          35.0       35.0       0.0        0.0          1000.0       0.0         
S1         f          61.0       37.0       0.0        0.0          1000.0       0.0         
S2         f          74.0       39.0       0.0        0.0          1000.0       0.0         
S3         f          47.0       57.0       0.0        0.0          1000.0       0.0         
S4         f          57.0       65.0       0.0        0.0          1000.0       0.0         
S5         f          29.0       59.0       0.0        0.0          1000.0       0.0         
S6         f          34.0       71.0       0.0        0.0          1000.0       0.0         
S7         f          22.0       58.0       0.0        0.0          1000.0       0.0         
S8         f          7.0        61.0       0.0        0.0          1000.0       0.0         
S9         f          18.0       41.0       0.0        0.0          1000.0       0.0         
S10        f          5.0        39.0       0.0        0.0          1000.0       0.0         
S11        f          14.0       20.0       0.0        0.0          1000.0       0.0         
S12        f          0.0        26.0       0.0        0.0          1000.0       0.0         
S13        f          24.0       25.0       0.0        0.0          1000.0       0.0         
S14        f          26.0       6.0        0.0        0.0          1000.0       0.0         
S15        f          34.0       20.0       0.0        0.0          1000.0       0.0         
S16        f          41.0       5.0        0.0        0.0          1000.0       0.0         
S17        f          50.0       9.0        0.0        0.0          1000.0       0.0         
S18        f          61.0       14.0       0.0        0.0          1000.0       0.0         
S19        f          62.0       21.0       0.0        0.0          1000.0       0.0         
S20        f          74.0       30.0       0.0        0.0          1000.0       0.0         
C1         c1         41.0       49.0       10.0       16.0         190.0        10.0        
C2         c2         35.0       17.0       7.0        18.0         567.0        10.0        
C3         c1         55.0       45.0       13.0       61.0         967.0        10.0        
C4         c2         55.0       20.0       19.0       727.0        857.0        10.0        
C5         c1         15.0       30.0       26.0       21.0         647.0        10.0        
C6         c1         25.0       30.0       3.0        344.0        920.0        10.0        
C7         c2         20.0       50.0       5.0        22.0         159.0        10.0        
C8         c2         10.0       43.0       9.0        27.0         434.0        10.0        
C9         c2         55.0       60.0       16.0       371.0        887.0        10.0        
C10        c2         30.0       60.0       16.0       487.0        789.0        10.0        
C11        c2         20.0       65.0       12.0       569.0        953.0        10.0        
C12        c2         50.0       35.0       19.0       810.0        974.0        10.0        
C13        c1         30.0       25.0       23.0       12.0         398.0        10.0        
C14        c2         15.0       10.0       20.0       33.0         479.0        10.0        
C15        c2         30.0       5.0        8.0        711.0        959.0        10.0        
C16        c1         10.0       20.0       19.0       353.0        839.0        10.0        
C17        c2         5.0        30.0       2.0        660.0        944.0        10.0        
C18        c2         20.0       40.0       12.0       296.0        620.0        10.0        
C19        c2         15.0       60.0       17.0       78.0         518.0        10.0        
C20        c2         45.0       65.0       9.0        624.0        824.0        10.0        
C21        c1         45.0       20.0       11.0       19.0         556.0        10.0        
C22        c1         45.0       10.0       18.0       574.0        963.0        10.0        
C23        c2         55.0       5.0        29.0       37.0         775.0        10.0        
C24        c2         65.0       35.0       3.0        635.0        960.0        10.0        
C25        c1         65.0       20.0       6.0        34.0         376.0        10.0        
C26        c2         45.0       30.0       17.0       12.0         389.0        10.0        
C27        c2         35.0       40.0       16.0       23.0         753.0        10.0        
C28        c2         41.0       37.0       16.0       182.0        670.0        10.0        
C29        c2         64.0       42.0       9.0        623.0        960.0        10.0        
C30        c1         40.0       60.0       21.0       418.0        730.0        10.0        
C31        c1         31.0       52.0       27.0       18.0         972.0        10.0        
C32        c1         35.0       69.0       23.0       297.0        677.0        10.0        
C33        c1         53.0       52.0       11.0       25.0         643.0        10.0        
C34        c1         65.0       55.0       14.0       37.0         473.0        10.0        
C35        c2         63.0       65.0       8.0        276.0        948.0        10.0        
C36        c2         2.0        60.0       5.0        536.0        948.0        10.0        
C37        c1         20.0       20.0       8.0        222.0        956.0        10.0        
C38        c2         5.0        5.0        16.0       390.0        930.0        10.0        
C39        c2         60.0       12.0       31.0       61.0         663.0        10.0        
C40        c1         40.0       25.0       9.0        660.0        902.0        10.0        
C41        c1         42.0       7.0        5.0        520.0        961.0        10.0        
C42        c2         24.0       12.0       5.0        26.0         182.0        10.0        
C43        c2         23.0       3.0        7.0        107.0        833.0        10.0        
C44        c2         11.0       14.0       18.0       409.0        883.0        10.0        
C45        c2         6.0        38.0       16.0       214.0        960.0        10.0        
C46        c2         2.0        48.0       1.0        36.0         512.0        10.0        
C47        c2         8.0        56.0       27.0       426.0        955.0        10.0        
C48        c2         13.0       52.0       36.0       240.0        736.0        10.0        
C49        c2         6.0        68.0       30.0       546.0        946.0        10.0        
C50        c2         47.0       47.0       13.0       445.0        661.0        10.0        
C51        c2         49.0       58.0       10.0       518.0        963.0        10.0        
C52        c2         27.0       43.0       9.0        12.0         628.0        10.0        
C53        c2         37.0       31.0       14.0       238.0        666.0        10.0        
C54        c2         57.0       29.0       18.0       23.0         412.0        10.0        
C55        c1         63.0       23.0       2.0        161.0        849.0        10.0        
C56        c1         53.0       12.0       6.0        384.0        960.0        10.0        
C57        c2         32.0       12.0       7.0        348.0        710.0        10.0        
C58        c1         36.0       26.0       18.0       275.0        639.0        10.0        
C59        c1         21.0       24.0       28.0       18.0         411.0        10.0        
C60        c1         17.0       34.0       3.0        426.0        884.0        10.0        
C61        c1         12.0       24.0       13.0       26.0         964.0        10.0        
C62        c2         24.0       58.0       19.0       560.0        964.0        10.0        
C63        c1         27.0       69.0       10.0       303.0        955.0        10.0        
C64        c2         15.0       77.0       9.0        631.0        909.0        10.0        
C65        c2         62.0       77.0       20.0       50.0         325.0        10.0        
C66        c2         49.0       73.0       25.0       389.0        949.0        10.0        
C67        c2         67.0       5.0        25.0       44.0         483.0        10.0        
C68        c1         56.0       39.0       36.0       119.0        665.0        10.0        
C69        c1         37.0       47.0       6.0        326.0        734.0        10.0        
C70        c2         37.0       56.0       5.0        22.0         272.0        10.0        
C71        c2         57.0       68.0       15.0       663.0        843.0        10.0        
C72        c1         47.0       16.0       25.0       23.0         568.0        10.0        
C73        c1         44.0       17.0       9.0        809.0        969.0        10.0        
C74        c1         46.0       13.0       8.0        386.0        618.0        10.0        
C75        c1         49.0       11.0       18.0       459.0        713.0        10.0        
C76        c1         49.0       42.0       13.0       69.0         503.0        10.0        
C77        c1         53.0       43.0       14.0       20.0         507.0        10.0        
C78        c2         61.0       52.0       3.0        32.0         769.0        10.0        
C79        c1         57.0       48.0       23.0       26.0         425.0        10.0        
C80        c1         56.0       37.0       6.0        22.0         656.0        10.0        
C81        c1         55.0       54.0       26.0       28.0         348.0        10.0        
C82        c2         15.0       47.0       16.0       604.0        896.0        10.0        
C83        c1         14.0       37.0       11.0       384.0        838.0        10.0        
C84        c1         11.0       31.0       7.0        146.0        616.0        10.0        
C85        c1         16.0       22.0       41.0       151.0        966.0        10.0        
C86        c2         4.0        18.0       35.0       872.0        952.0        10.0        
C87        c1         28.0       18.0       26.0       549.0        549.0        10.0        
C88        c2         26.0       52.0       9.0        124.0        658.0        10.0        
C89        c2         26.0       35.0       15.0       354.0        898.0        10.0        
C90        c1         31.0       67.0       3.0        443.0        725.0        10.0        
C91        c1         15.0       19.0       1.0        245.0        835.0        10.0        
C92        c1         22.0       22.0       2.0        19.0         736.0        10.0        
C93        c1         18.0       24.0       22.0       538.0        670.0        10.0        
C94        c1         26.0       27.0       27.0       430.0        746.0        10.0        
C95        c1         25.0       24.0       20.0       15.0         658.0        10.0        
C96        c1         22.0       27.0       11.0       859.0        963.0        10.0        
C97        c1         25.0       21.0       12.0       558.0        644.0        10.0        
C98        c1         19.0       21.0       10.0       304.0        662.0        10.0        
C99        c1         20.0       26.0       9.0        41.0         253.0        10.0        
C100       c1         18.0       18.0       17.0       133.0        133.0        10.0        

E Battery capacity        187.87    
W^1 Truck load capacity   250.00    
W^2 Trailer load capacity 750.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 0.16      
v Average velocity        1.00      
